id,y
16351,0.989
16352,0.913
16353,0.086
16354,0.316
16355,0.118
16356,0.018
16357,0.195
16358,0.733
16359,0.02
16360,0.435
16361,0.864
16362,0.193
16363,0.961
16364,0.287
16365,0.136
16366,0.793
16367,0.567
16368,0.071
16369,0.698
16370,0.413
16371,0.055
16372,0.546
16373,0.026
16374,0.085
16375,0.098
16376,0.055
16377,0.063
16378,0.171
16379,0.088
16380,0.908
16381,0.025
16382,0.001
16383,0.289
16384,0.104
16385,0.332
16386,0.312
16387,0.152
16388,0.13
16389,0.596
16390,0.702
16391,0.992
16392,0.134
16393,0.038
16394,0.774
16395,0.108
16396,0.653
16397,0.205
16398,0.84
16399,0.331
16400,0.089
16401,0.915
16402,0.232
16403,0.026
16404,0.504
16405,0.014
16406,0.897
16407,0.648
16408,0.076
16409,0.344
16410,0.096
16411,0.346
16412,0.489
16413,0.073
16414,0.018
16415,0.826
16416,0.022
16417,0.407
16418,0.819
16419,0.902
16420,0.285
16421,0.815
16422,0.073
16423,0.116
16424,0.652
16425,0.954
16426,0.862
16427,0.183
16428,0.443
16429,0.389
16430,0.376
16431,0.019
16432,0.886
16433,0.097
16434,0.979
16435,0.77
16436,0.803
16437,0.668
16438,0.968
16439,0.151
16440,0.13
16441,0.209
16442,0.562
16443,0.736
16444,0.907
16445,0.121
16446,0.008
16447,0.079
16448,0.32
16449,0.988
16450,0.121
16451,0.35
16452,0.018
16453,0.266
16454,0.906
16455,0.048
16456,0.137
16457,0.231
16458,0.233
16459,0.641
16460,0.012
16461,0.396
16462,0.524
16463,0.244
16464,0.084
16465,0.085
16466,0.873
16467,0.889
16468,0.773
16469,0.007
16470,0.188
16471,0.554
16472,0.981
16473,0.053
16474,0.973
16475,0.018
16476,0.867
16477,0.086
16478,0.887
16479,0.975
16480,0.218
16481,0.988
16482,0.5
16483,0.234
16484,0.064
16485,0.143
16486,0.442
16487,0.816
16488,0.588
16489,0.018
16490,0.113
16491,0.248
16492,0.866
16493,0.341
16494,0.044
16495,0.22
16496,0.428
16497,0.063
16498,0.391
16499,0.841
16500,0.979
16501,0.145
16502,0.848
16503,0.123
16504,0.668
16505,0.037
16506,0.077
16507,0.045
16508,0.355
16509,0.254
16510,0.387
16511,0.874
16512,0.083
16513,0.922
16514,0.879
16515,0.867
16516,0.959
16517,0.339
16518,0.26
16519,0.108
16520,0.087
16521,0.569
16522,0.234
16523,0.043
16524,0.122
16525,0.882
16526,0.578
16527,0.094
16528,0.341
16529,0.579
16530,0.569
16531,0.024
16532,0.636
16533,0.705
16534,0.168
16535,0.977
16536,0.079
16537,0.905
16538,0.439
16539,0.184
16540,0.09
16541,0.71
16542,0.021
16543,0.857
16544,0.063
16545,0.847
16546,0.056
16547,0.237
16548,0.34
16549,0.384
16550,0.131
16551,0.905
16552,0.798
16553,0.711
16554,0.952
16555,0.894
16556,0.119
16557,0.033
16558,0.016
16559,0.345
16560,0.18
16561,0.572
16562,0.275
16563,0.129
16564,0.831
16565,0.226
16566,0.324
16567,0.019
16568,0.101
16569,0.254
16570,0.838
16571,0.597
16572,0.458
16573,0.638
16574,0.34
16575,0.615
16576,0.766
16577,0.147
16578,0.872
16579,0.321
16580,0.03
16581,0.058
16582,0.206
16583,0.154
16584,0.217
16585,0.469
16586,0.071
16587,0.02
16588,0.57
16589,0.038
16590,0.164
16591,0.618
16592,0.068
16593,0.042
16594,0.315
16595,0.73
16596,0.872
16597,0.794
16598,0.407
16599,0.75
16600,0.981
16601,0.163
16602,0.635
16603,0.938
16604,0.543
16605,0.037
16606,0.145
16607,0.734
16608,0.107
16609,0.683
16610,0.185
16611,0.051
16612,0.578
16613,0.416
16614,0.024
16615,0.022
16616,0.089
16617,0.063
16618,0.232
16619,0.177
16620,0.47
16621,0.079
16622,0.166
16623,0.971
16624,0.137
16625,0.87
16626,0.03
16627,0.013
16628,0.037
16629,0.331
16630,0.089
16631,0.703
16632,0.834
16633,0.925
16634,0.728
16635,0.285
16636,0.424
16637,0.245
16638,0.506
16639,0.255
16640,0.712
16641,0.861
16642,0.233
16643,0.894
16644,0.07
16645,0.013
16646,0.843
16647,0.972
16648,0.904
16649,0.306
16650,0.918
16651,0.021
16652,0.05
16653,0.515
16654,0.016
16655,0.952
16656,0.064
16657,0.355
16658,0.053
16659,0.158
16660,0.913
16661,0.94
16662,0.006
16663,0.384
16664,0.116
16665,0.75
16666,0.332
16667,0.004
16668,0.038
16669,0.04
16670,0.323
16671,0.486
16672,0.957
16673,0.82
16674,0.4
16675,0.42
16676,0.368
16677,0.024
16678,0.015
16679,0.003
16680,0.207
16681,0.879
16682,0.874
16683,0.013
16684,0.004
16685,0.076
16686,0.766
16687,0.169
16688,0.622
16689,0.935
16690,0.046
16691,0.073
16692,0.829
16693,0.572
16694,0.642
16695,0.92
16696,0.025
16697,0.195
16698,0.231
16699,0.191
16700,0.791
16701,0.042
16702,0.793
16703,0.13
16704,0.918
16705,0.021
16706,0.815
16707,0.89
16708,0.896
16709,0.459
16710,0.986
16711,0.693
16712,0.716
16713,0.278
16714,0.872
16715,0.013
16716,0.129
16717,0.711
16718,0.04
16719,0.777
16720,0.425
16721,0.261
16722,0.128
16723,0.732
16724,0.862
16725,0.004
16726,0.144
16727,0.815
16728,0.925
16729,0.103
16730,0.892
16731,0.36
16732,0.069
16733,0.356
16734,0.008
16735,0.664
16736,0.924
16737,0.65
16738,0.576
16739,0.046
16740,0.035
16741,0.49
16742,0.143
16743,0.912
16744,0.254
16745,0.007
16746,0.909
16747,0.65
16748,0.165
16749,0.921
16750,0.61
16751,0.728
16752,0.17
16753,0.828
16754,0.028
16755,0.063
16756,0.014
16757,0.028
16758,0.883
16759,0.555
16760,0.85
16761,0.158
16762,0.032
16763,0.912
16764,0.477
16765,0.103
16766,0.674
16767,0.885
16768,0.964
16769,0.133
16770,0.008
16771,0.006
16772,0.901
16773,0.562
16774,0.016
16775,0.175
16776,0.083
16777,0.05
16778,0.101
16779,0.955
16780,0.366
16781,0.021
16782,0.027
16783,0.012
16784,0.649
16785,0.002
16786,0.069
16787,0.798
16788,0.897
16789,0.055
16790,0.731
16791,0.912
16792,0.931
16793,0.712
16794,0.079
16795,0.91
16796,0.645
16797,0.14
16798,0.976
16799,0.01
16800,0.05
16801,0.007
16802,0.2
16803,0.182
16804,0.729
16805,0.017
16806,0.837
16807,0.027
16808,0.492
16809,0.193
16810,0.007
16811,0.564
16812,0.025
16813,0.971
16814,0.014
16815,0.001
16816,0.6
16817,0.127
16818,0.036
16819,0.917
16820,0.41
16821,0.117
16822,0.201
16823,0.031
16824,0.06
16825,0.835
16826,0.333
16827,0.847
16828,0.79
16829,0.051
16830,0.142
16831,0.414
16832,0.017
16833,0.711
16834,0.937
16835,0.929
16836,0.897
16837,0.115
16838,0.043
16839,0.543
16840,0.271
16841,0.29
16842,0.833
16843,0.912
16844,0.632
16845,0.96
16846,0.097
16847,0.142
16848,0.088
16849,0.762
16850,0.34
16851,0.138
16852,0.012
16853,0.017
16854,0.844
16855,0.112
16856,0.749
16857,0.297
16858,0.772
16859,0.057
16860,0.7
16861,0.049
16862,0.014
16863,0.03
16864,0.9
16865,0.274
16866,0.969
16867,0.172
16868,0.23
16869,0.137
16870,0.781
16871,0.513
16872,0.909
16873,0.968
16874,0.092
16875,0.207
16876,0.884
16877,0.108
16878,0.771
16879,0.068
16880,0.248
16881,0.773
16882,0.644
16883,0.226
16884,0.053
16885,0.968
16886,0.756
16887,0.672
16888,0.972
16889,0.779
16890,0.379
16891,0.007
16892,0.816
16893,0.353
16894,0.21
16895,0.325
16896,0.111
16897,0.068
16898,0.262
16899,0.066
16900,0.18
16901,0.38
16902,0.691
16903,0.048
16904,0.85
16905,0.045
16906,0.252
16907,0.164
16908,0.056
16909,0.01
16910,0.856
16911,0.124
16912,0.972
16913,0.147
16914,0.006
16915,0.896
16916,0.387
16917,0.992
16918,0.601
16919,0.788
16920,0.875
16921,0.894
16922,0.637
16923,0.017
16924,0.768
16925,0.078
16926,0.642
16927,0.911
16928,0.5
16929,0.857
16930,0.148
16931,0.022
16932,0.924
16933,0.315
16934,0.879
16935,0.943
16936,0.83
16937,0.691
16938,0.049
16939,0.778
16940,0.165
16941,0.018
16942,0.992
16943,0.004
16944,0.699
16945,0.015
16946,0.043
16947,0.665
16948,0.296
16949,0.708
16950,0.238
16951,0.269
16952,0.336
16953,0.053
16954,0.615
16955,0.902
16956,0.007
16957,0.037
16958,0.022
16959,0.028
16960,0.865
16961,0.688
16962,0.897
16963,0.083
16964,0.089
16965,0.004
16966,0.971
16967,0.073
16968,0.515
16969,0.934
16970,0.189
16971,0.498
16972,0.931
16973,0.002
16974,0.612
16975,0.119
16976,0.008
16977,0.081
16978,0.709
16979,0.938
16980,0.164
16981,0.095
16982,0.635
16983,0.909
16984,0.136
16985,0.643
16986,0.643
16987,0.139
16988,0.309
16989,0.424
16990,0.403
16991,0.859
16992,0.295
16993,0.318
16994,0.054
16995,0.193
16996,0.228
16997,0.565
16998,0.006
16999,0.92
17000,0.226
17001,0.778
17002,0.69
17003,0.168
17004,0.707
17005,0.954
17006,0.424
17007,0.089
17008,0.788
17009,0.142
17010,0.063
17011,0.362
17012,0.012
17013,0.017
17014,0.795
17015,0.31
17016,0.034
17017,0.196
17018,0.335
17019,0.171
17020,0.223
17021,0.949
17022,0.141
17023,0.31
17024,0.112
17025,0.953
17026,0.609
17027,0.773
17028,0.008
17029,0.949
17030,0.94
17031,0.13
17032,0.45
17033,0.747
17034,0.892
17035,0.279
17036,0.879
17037,0.17
17038,0.897
17039,0.07
17040,0.949
17041,0.494
17042,0.531
17043,0.054
17044,0.191
17045,0.537
17046,0.885
17047,0.186
17048,0.055
17049,0.074
17050,0.1
17051,0.524
17052,0.946
17053,0.893
17054,0.084
17055,0.75
17056,0.473
17057,0.99
17058,0.733
17059,0.258
17060,0.108
17061,0.35
17062,0.089
17063,0.687
17064,0.062
17065,0.883
17066,0.06
17067,0.402
17068,0.751
17069,0.93
17070,0.488
17071,0.061
17072,0.167
17073,0.069
17074,0.048
17075,0.521
17076,0.098
17077,0.921
17078,0.906
17079,0.946
17080,0.022
17081,0.047
17082,0.653
17083,0.972
17084,0.674
17085,0.025
17086,0.179
17087,0.663
17088,0.215
17089,0.833
17090,0.555
17091,0.884
17092,0.821
17093,0.991
17094,0.107
17095,0.075
17096,0.91
17097,0.938
17098,0.071
17099,0.66
17100,0.745
17101,0.204
17102,0.04
17103,0.704
17104,0.914
17105,0.005
17106,0.226
17107,0.073
17108,0.066
17109,0.7
17110,0.17
17111,0.755
17112,0.036
17113,0.077
17114,0.239
17115,0.07
17116,0.238
17117,0.219
17118,0.016
17119,0.092
17120,0.231
17121,0.329
17122,0.02
17123,0.659
17124,0.209
17125,0.542
17126,0.508
17127,0.641
17128,0.11
17129,0.126
17130,0.821
17131,0.988
17132,0.062
17133,0.872
17134,0.022
17135,0.835
17136,0.961
17137,0.207
17138,0.855
17139,0.115
17140,0.139
17141,0.825
17142,0.057
17143,0.037
17144,0.036
17145,0.191
17146,0.948
17147,0.611
17148,0.942
17149,0.144
17150,0.406
17151,0.118
17152,0.781
17153,0.733
17154,0.123
17155,0.177
17156,0.059
17157,0.845
17158,0.421
17159,0.084
17160,0.817
17161,0.874
17162,0.295
17163,0.542
17164,0.754
17165,0.796
17166,0.918
17167,0.039
17168,0.016
17169,0.527
17170,0.108
17171,0.034
17172,0.148
17173,0.028
17174,0.975
17175,0.898
17176,0.061
17177,0.005
17178,0.073
17179,0.913
17180,0.672
17181,0.954
17182,0.887
17183,0.356
17184,0.822
17185,0.084
17186,0.123
17187,0.94
17188,0.065
17189,0.15
17190,0.919
17191,0.347
17192,0.037
17193,0.565
17194,0.484
17195,0.02
17196,0.4
17197,0.034
17198,0.013
17199,0.814
17200,0.102
17201,0.636
17202,0.346
17203,0.005
17204,0.917
17205,0.403
17206,0.224
17207,0.469
17208,0.118
17209,0.558
17210,0.018
17211,0.013
17212,0.083
17213,0.077
17214,0.927
17215,0.004
17216,0.594
17217,0.16
17218,0.435
17219,0.71
17220,0.094
17221,0.026
17222,0.137
17223,0.174
17224,0.072
17225,0.021
17226,0.658
17227,0.079
17228,0.523
17229,0.059
17230,0.976
17231,0.014
17232,0.373
17233,0.674
17234,0.969
17235,0.041
17236,0.171
17237,0.935
17238,0.115
17239,0.122
17240,0.313
17241,0.77
17242,0.906
17243,0.143
17244,0.763
17245,0.141
17246,0.13
17247,0.171
17248,0.912
17249,0.381
17250,0.851
17251,0.967
17252,0.167
17253,0.879
17254,0.805
17255,0.926
17256,0.027
17257,0.105
17258,0.048
17259,0.72
17260,0.968
17261,0.559
17262,0.055
17263,0.023
17264,0.018
17265,0.145
17266,0.124
17267,0.913
17268,0.928
17269,0.922
17270,0.27
17271,0.89
17272,0.921
17273,0.375
17274,0.101
17275,0.449
17276,0.025
17277,0.012
17278,0.051
17279,0.003
17280,0.837
17281,0.89
17282,0.885
17283,0.582
17284,0.613
17285,0.14
17286,0.107
17287,0.952
17288,0.806
17289,0.4
17290,0.607
17291,0.121
17292,0.726
17293,0.268
17294,0.01
17295,0.184
17296,0.338
17297,0.064
17298,0.059
17299,0.126
17300,0.387
17301,0.259
17302,0.081
17303,0.372
17304,0.897
17305,0.695
17306,0.797
17307,0.07
17308,0.1
17309,0.01
17310,0.822
17311,0.378
17312,0.103
17313,0.535
17314,0.272
17315,0.317
17316,0.825
17317,0.368
17318,0.097
17319,0.032
17320,0.106
17321,0.343
17322,0.746
17323,0.953
17324,0.135
17325,0.078
17326,0.104
17327,0.057
17328,0.137
17329,0.098
17330,0.802
17331,0.961
17332,0.823
17333,0.167
17334,0.485
17335,0.012
17336,0.098
17337,0.923
17338,0.359
17339,0.814
17340,0.19
17341,0.973
17342,0.154
17343,0.111
17344,0.127
17345,0.052
17346,0.852
17347,0.562
17348,0.068
17349,0.886
17350,0.367
17351,0.128
17352,0.907
17353,0.8
17354,0.024
17355,0.53
17356,0.615
17357,0.555
17358,0.643
17359,0.941
17360,0.098
17361,0.868
17362,0.607
17363,0.726
17364,0.935
17365,0.648
17366,0.901
17367,0.173
17368,0.038
17369,0.454
17370,0.898
17371,0.023
17372,0.469
17373,0.06
17374,0.827
17375,0.375
17376,0.035
17377,0.021
17378,0.69
17379,0.05
17380,0.219
17381,0.05
17382,0.971
17383,0.935
17384,0.038
17385,0.003
17386,0.043
17387,0.575
17388,0.76
17389,0.508
17390,0.133
17391,0.246
17392,0.09
17393,0.962
17394,0.663
17395,0.083
17396,0.858
17397,0.716
17398,0.89
17399,0.379
17400,0.685
17401,0.022
17402,0.929
17403,0.061
17404,0.05
17405,0.764
17406,0.097
17407,0.178
17408,0.094
17409,0.042
17410,0.83
17411,0.016
17412,0.94
17413,0.155
17414,0.376
17415,0.291
17416,0.083
17417,0.026
17418,0.04
17419,0.12
17420,0.994
17421,0.193
17422,0.046
17423,0.091
17424,0.289
17425,0.716
17426,0.031
17427,0.886
17428,0.543
17429,0.906
17430,0.347
17431,0.709
17432,0.031
17433,0.082
17434,0.939
17435,0.401
17436,0.089
17437,0.055
17438,0.231
17439,0.008
17440,0.803
17441,0.134
17442,0.773
17443,0.705
17444,0.063
17445,0.309
17446,0.969
17447,0.023
17448,0.683
17449,0.87
17450,0.875
17451,0.763
17452,0.725
17453,0.008
17454,0.081
17455,0.979
17456,0.133
17457,0.887
17458,0.666
17459,0.828
17460,0.343
17461,0.33
17462,0.161
17463,0.212
17464,0.89
17465,0.551
17466,0.79
17467,0.016
17468,0.105
17469,0.468
17470,0.944
17471,0.235
17472,0.406
17473,0.929
17474,0.086
17475,0.236
17476,0.133
17477,0.029
17478,0.14
17479,0.007
17480,0.288
17481,0.272
17482,0.306
17483,0.379
17484,0.001
17485,0.426
17486,0.009
17487,0.101
17488,0.173
17489,0.139
17490,0.28
17491,0.661
17492,0.126
17493,0.08
17494,0.885
17495,0.015
17496,0.011
17497,0.964
17498,0.481
17499,0.805
17500,0.075
17501,0.633
17502,0.966
17503,0.038
17504,0.756
17505,0.785
17506,0.676
17507,0.414
17508,0.863
17509,0.632
17510,0.008
17511,0.854
17512,0.086
17513,0.95
17514,0.21
17515,0.188
17516,0.318
17517,0.026
17518,0.273
17519,0.893
17520,0.012
17521,0.303
17522,0.183
17523,0.038
17524,0.282
17525,0.16
17526,0.961
17527,0.771
17528,0.148
17529,0.457
17530,0.019
17531,0.892
17532,0.798
17533,0.31
17534,0.713
17535,0.041
17536,0.055
17537,0.082
17538,0
17539,0.797
17540,0.176
17541,0.38
17542,0.174
17543,0.838
17544,0.873
17545,0.216
17546,0.692
17547,0.03
17548,0.026
17549,0.066
17550,0.231
17551,0.363
17552,0.957
17553,0.04
17554,0.013
17555,0.942
17556,0.539
17557,0.273
17558,0.731
17559,0.173
17560,0.262
17561,0.037
17562,0.471
17563,0.281
17564,0.078
17565,0.993
17566,0.19
17567,0.392
17568,0.233
17569,0.029
17570,0.006
17571,0.069
17572,0.976
17573,0.933
17574,0.497
17575,0.035
17576,0.108
17577,0.003
17578,0.134
17579,0.189
17580,0.316
17581,0.048
17582,0.002
17583,0.478
17584,0.291
17585,0.041
17586,0.14
17587,0.032
17588,0.663
17589,0.224
17590,0.025
17591,0.218
17592,0.002
17593,0.14
17594,0.972
17595,0.022
17596,0.981
17597,0.035
17598,0.2
17599,0.578
17600,0.929
17601,0.74
17602,0.53
17603,0.118
17604,0.923
17605,0.447
17606,0.093
17607,0.694
17608,0.949
17609,0.114
17610,0.033
17611,0.537
17612,0.395
17613,0.746
17614,0.342
17615,0.209
17616,0.956
17617,0.096
17618,0.243
17619,0.095
17620,0.129
17621,0.812
17622,0.648
17623,0.215
17624,0.944
17625,0.104
17626,0.221
17627,0.093
17628,0.097
17629,0.401
17630,0.168
17631,0.762
17632,0.613
17633,0.628
17634,0.806
17635,0.007
17636,0.001
17637,0.453
17638,0.022
17639,0.223
17640,0.995
17641,0.013
17642,0.12
17643,0.679
17644,0.224
17645,0.035
17646,0.78
17647,0.057
17648,0.122
17649,0.719
17650,0.748
17651,0.036
17652,0.511
17653,0.049
17654,0.351
17655,0.281
17656,0.009
17657,0.315
17658,0.811
17659,0.079
17660,0.843
17661,0.649
17662,0.051
17663,0.643
17664,0.1
17665,0.03
17666,0.501
17667,0.973
17668,0.07
17669,0.758
17670,0.05
17671,0.768
17672,0.912
17673,0.968
17674,0.09
17675,0.109
17676,0.012
17677,0.992
17678,0.074
17679,0.048
17680,0.845
17681,0.16
17682,0.839
17683,0.872
17684,0.544
17685,0.067
17686,0.297
17687,0.036
17688,0.886
17689,0.28
17690,0.809
17691,0.33
17692,0.099
17693,0.963
17694,0.372
17695,0.13
17696,0.906
17697,0.483
17698,0.579
17699,0.243
17700,0.131
17701,0.09
17702,0.189
17703,0.028
17704,0.059
17705,0.042
17706,0.182
17707,0.048
17708,0.013
17709,0.979
17710,0.004
17711,0.189
17712,0.011
17713,0.836
17714,0.716
17715,0.077
17716,0.879
17717,0.921
17718,0.663
17719,0.207
17720,0.015
17721,0.176
17722,0.582
17723,0.107
17724,0.02
17725,0.762
17726,0.505
17727,0.613
17728,0.092
17729,0.518
17730,0.183
17731,0.011
17732,0.826
17733,0.103
17734,0.147
17735,0.047
17736,0.768
17737,0.903
17738,0.926
17739,0.941
17740,0.642
17741,0.714
17742,0.059
17743,0.4
17744,0.015
17745,0.724
17746,0.082
17747,0.113
17748,0.018
17749,0.358
17750,0.06
17751,0.255
17752,0.095
17753,0.732
17754,0.315
17755,0.947
17756,0.747
17757,0.212
17758,0.34
17759,0.018
17760,0.037
17761,0.91
17762,0.498
17763,0.125
17764,0.092
17765,0.494
17766,0.69
17767,0.292
17768,0.351
17769,0.051
17770,0.017
17771,0.632
17772,0.019
17773,0.732
17774,0.394
17775,0.863
17776,0.462
17777,0.568
17778,0.326
17779,0.152
17780,0.109
17781,0.877
17782,0.866
17783,0.055
17784,0.03
17785,0.129
17786,0.42
17787,0.015
17788,0.856
17789,0.051
17790,0.085
17791,0.778
17792,0.57
17793,0.074
17794,0.946
17795,0.202
17796,0.098
17797,0.598
17798,0.816
17799,0.208
17800,0.803
17801,0.938
17802,0.967
17803,0.1
17804,0.956
17805,0.025
17806,0.859
17807,0.937
17808,0.173
17809,0.028
17810,0.058
17811,0.045
17812,0.909
17813,0.061
17814,0.96
17815,0.105
17816,0.177
17817,0.171
17818,0.26
17819,0.136
17820,0.001
17821,0.11
17822,0.85
17823,0.061
17824,0.022
17825,0.937
17826,0.015
17827,0.033
17828,0.898
17829,0.345
17830,0.1
17831,0.786
17832,0.208
17833,0.812
17834,0.717
17835,0.925
17836,0.902
17837,0.137
17838,0.112
17839,0.182
17840,0.567
17841,0.834
17842,0.3
17843,0.808
17844,0.743
17845,0.125
17846,0.132
17847,0.2
17848,0.954
17849,0.872
17850,0.48
17851,0.873
17852,0.973
17853,0.868
17854,0.009
17855,0.797
17856,0.092
17857,0.382
17858,0.069
17859,0.951
17860,0.046
17861,0.331
17862,0.097
17863,0.041
17864,0.304
17865,0.146
17866,0.132
17867,0.163
17868,0.507
17869,0.817
17870,0.065
17871,0.036
17872,0.032
17873,0.301
17874,0.604
17875,0.019
17876,0.017
17877,0.313
17878,0.128
17879,0.903
17880,0.356
17881,0.03
17882,0.367
17883,0.061
17884,0.871
17885,0.055
17886,0.297
17887,0.006
17888,0.018
17889,0.045
17890,0.324
17891,0.034
17892,0.579
17893,0.011
17894,0.374
17895,0.968
17896,0.011
17897,0.481
17898,0.473
17899,0.561
17900,0.086
17901,0.068
17902,0.026
17903,0.588
17904,0.932
17905,0.058
17906,0.012
17907,0.715
17908,0.125
17909,0.223
17910,0.176
17911,0.124
17912,0.87
17913,0.047
17914,0.748
17915,0.018
17916,0.399
17917,0.751
17918,0.186
17919,0.016
17920,0.577
17921,0.912
17922,0.866
17923,0.78
17924,0.664
17925,0.012
17926,0.051
17927,0.138
17928,0.479
17929,0.116
17930,0.22
17931,0.972
17932,0.447
17933,0.508
17934,0.028
17935,0.721
17936,0.042
17937,0.117
17938,0.03
17939,0.029
17940,0.064
17941,0.21
17942,0.875
17943,0.094
17944,0.892
17945,0.283
17946,0.028
17947,0.031
17948,0.965
17949,0.953
17950,0.882
17951,0.976
17952,0.156
17953,0.285
17954,0.958
17955,0.41
17956,0.138
17957,0.181
17958,0.871
17959,0.108
17960,0.217
17961,0.974
17962,0.747
17963,0.08
17964,0.891
17965,0.527
17966,0.08
17967,0.348
17968,0.041
17969,0.001
17970,0.943
17971,0.514
17972,0.938
17973,0.195
17974,0.692
17975,0.005
17976,0.061
17977,0.051
17978,0.417
17979,0.126
17980,0.125
17981,0.059
17982,0.932
17983,0.063
17984,0.115
17985,0.149
17986,0.222
17987,0.973
17988,0.751
17989,0.015
17990,0.269
17991,0.677
17992,0.605
17993,0.134
17994,0.574
17995,0.244
17996,0.773
17997,0.838
17998,0.038
17999,0.243
18000,0.095
18001,0.331
18002,0.017
18003,0.372
18004,0.919
18005,0.929
18006,0.171
18007,0.86
18008,0.209
18009,0.663
18010,0.534
18011,0.34
18012,0.624
18013,0.648
18014,0.132
18015,0.126
18016,0.108
18017,0.56
18018,0.192
18019,0.899
18020,0.893
18021,0.852
18022,0.081
18023,0.131
18024,0.563
18025,0.799
18026,0.933
18027,0.014
18028,0.082
18029,0.091
18030,0.748
18031,0.043
18032,0.166
18033,0.041
18034,0.076
18035,0.715
18036,0.163
18037,0.901
18038,0.279
18039,0.027
18040,0.278
18041,0.195
18042,0.058
18043,0.681
18044,0.331
18045,0.008
18046,0.937
18047,0.029
18048,0.237
18049,0.028
18050,0.723
18051,0.981
18052,0.068
18053,0.807
18054,0.669
18055,0.273
18056,0.008
18057,0.141
18058,0.897
18059,0.096
18060,0.041
18061,0.796
18062,0.028
18063,0.181
18064,0.811
18065,0.709
18066,0.874
18067,0.992
18068,0.257
18069,0.092
18070,0.201
18071,0.19
18072,0.909
18073,0.891
18074,0.139
18075,0.855
18076,0.75
18077,0.105
18078,0.345
18079,0.093
18080,0.115
18081,0.106
18082,0.102
18083,0.992
18084,0.996
18085,0.037
18086,0.96
18087,0.531
18088,0.089
18089,0.466
18090,0.695
18091,0.993
18092,0.519
18093,0.073
18094,0.127
18095,0.009
18096,0.121
18097,0.102
18098,0.021
18099,0.146
18100,0.096
18101,0.239
18102,0.045
18103,0.847
18104,0.562
18105,0.085
18106,0.002
18107,0.835
18108,0.81
18109,0.878
18110,0.09
18111,0.406
18112,0.264
18113,0.295
18114,0.972
18115,0.15
18116,0.086
18117,0.07
18118,0.627
18119,0.667
18120,0.119
18121,0.006
18122,0.041
18123,0.067
18124,0.897
18125,0.061
18126,0.185
18127,0.638
18128,0.923
18129,0.676
18130,0.794
18131,0.159
18132,0.141
18133,0.03
18134,0.262
18135,0.958
18136,0.765
18137,0.464
18138,0.144
18139,0.038
18140,0.404
18141,0.823
18142,0.505
18143,0.008
18144,0.874
18145,0.708
18146,0.992
18147,0.039
18148,0.415
18149,0.249
18150,0.17
18151,0.697
18152,0.181
18153,0.045
18154,0.015
18155,0.106
18156,0.961
18157,0.059
18158,0.553
18159,0.783
18160,0.675
18161,0.088
18162,0.804
18163,0.911
18164,0.21
18165,0.049
18166,0.917
18167,0.049
18168,0.941
18169,0.032
18170,0.042
18171,0.888
18172,0.189
18173,0.725
18174,0.833
18175,0.788
18176,0.165
18177,0.465
18178,0.793
18179,0.049
18180,0.346
18181,0.01
18182,0.135
18183,0.017
18184,0.255
18185,0.078
18186,0.267
18187,0.832
18188,0.013
18189,0.986
18190,0.816
18191,0
18192,0.98
18193,0.009
18194,0.231
18195,0.667
18196,0.851
18197,0.009
18198,0.272
18199,0.032
18200,0.123
18201,0.91
18202,0.924
18203,0.11
18204,0.836
18205,0.003
18206,0.418
18207,0.164
18208,0.042
18209,0.009
18210,0.86
18211,0.92
18212,0.747
18213,0.062
18214,0.577
18215,0.003
18216,0.068
18217,0.886
18218,0.062
18219,0.478
18220,0.669
18221,0.987
18222,0.009
18223,0.05
18224,0.129
18225,0.068
18226,0.898
18227,0.124
18228,0.96
18229,0.082
18230,0.053
18231,0.921
18232,0.075
18233,0.057
18234,0.93
18235,0.985
18236,0.914
18237,0.068
18238,0.103
18239,0.319
18240,0.032
18241,0.88
18242,0.432
18243,0.789
18244,0.102
18245,0.946
18246,0.002
18247,0.838
18248,0.038
18249,0.069
18250,0.012
18251,0.194
18252,0.166
18253,0.265
18254,0.777
18255,0.025
18256,0.155
18257,0.527
18258,0.312
18259,0.858
18260,0.045
18261,0.69
18262,0.007
18263,0.944
18264,0.872
18265,0.994
18266,0.351
18267,0.044
18268,0.498
18269,0.714
18270,0.191
18271,0.887
18272,0.651
18273,0.005
18274,0.104
18275,0.013
18276,0.339
18277,0.265
18278,0.053
18279,0.153
18280,0.829
18281,0.951
18282,0.137
18283,0.332
18284,0.268
18285,0.013
18286,0.234
18287,0.801
18288,0.162
18289,0.156
18290,0.968
18291,0.04
18292,0.076
18293,0.331
18294,0.861
18295,0.9
18296,0.038
18297,0.882
18298,0.024
18299,0.94
18300,0.353
18301,0.806
18302,0.84
18303,0.55
18304,0.76
18305,0.813
18306,0.295
18307,0.778
18308,0.96
18309,0.916
18310,0.12
18311,0.212
18312,0.008
18313,0.225
18314,0.112
18315,0.556
18316,0.754
18317,0.699
18318,0.62
18319,0.222
18320,0.116
18321,0.454
18322,0.967
18323,0.73
18324,0.026
18325,0.797
18326,0.711
18327,0.843
18328,0.092
18329,0.849
18330,0.039
18331,0.996
18332,0.048
18333,0.994
18334,0.237
18335,0.508
18336,0.844
18337,0.808
18338,0.103
18339,0.043
18340,0.052
18341,0.908
18342,0.09
18343,0.012
18344,0.75
18345,0.093
18346,0.119
18347,0.387
18348,0.969
18349,0.142
18350,0.695
